strain	date	S1_mutations	clade_membership	country	current_frequency	division	emerging_lineage	epiweek	genbank_accession	host	pango_lineage	recency	region	url	author	accession	originating_lab	submitting_lab	logistic_growth
USA/GA-CDC-LC0055162/2021	2021-04-27	8.00	20I (Alpha, V1)	USA		Georgia	B.1.1.7 (Alpha)	202117	MZ180772	Homo sapiens	B.1.1.7	Older	North America		Howard et al FR				
USA/WY-CDC-ASC210067072/2021	2021-05-25	7.00	20I (Alpha, V1)	USA		Wyoming	B.1.1.7 (Alpha)	202121	MZ376293	Homo sapiens	B.1.1.7	Older	North America		Howard et al FS				
USA/MN-CDC-IBX366083256934/2021	2021-06-10	6.00	20I (Alpha, V1)	USA	0.00	Minnesota	B.1.1.7 (Alpha)	202123	MZ491245	Homo sapiens	B.1.1.7	Older	North America		Howard et al FT				
USA/TN-CDC-ASC210034139/2021	2021-04-27	6.00	20I (Alpha, V1)	USA		Tennessee	B.1.1.7 (Alpha)	202117	MZ195228	Homo sapiens	B.1.1.7	Older	North America		Howard et al FU				
USA/AL-UAB-GX268/2021	2021-05-07	6.00	20I (Alpha, V1)	USA		Alabama	B.1.1.7 (Alpha)	202118	MZ512348	Homo sapiens	B.1.1.7	Older	North America		Moates et al B				
USA/AL-CDC-LC0081984/2021	2021-06-25	6.00	20I (Alpha, V1)	USA	0.00	Alabama	B.1.1.7 (Alpha)	202125	MZ554107	Homo sapiens	B.1.1.7	Older	North America		Howard et al FV				-0.11
USA/KY-CDC-ASC210068244/2021	2021-04-13	7.00	20I (Alpha, V1)	USA		Kentucky	B.1.1.7 (Alpha)	202115	MZ214931	Homo sapiens	B.1.1.7	Older	North America		Howard et al FW				
USA/SD-CDC-ASC210064269/2021	2021-05-16	6.00	20I (Alpha, V1)	USA		South Dakota	B.1.1.7 (Alpha)	202120	MZ294723	Homo sapiens	B.1.1.7	Older	North America		Howard et al FX				
USA/CT-CDC-QDX25497800/2021	2021-06-02	7.00	20I (Alpha, V1)	USA		Connecticut	B.1.1.7 (Alpha)	202122	MZ410059	Homo sapiens	B.1.1.7	Older	North America		Howard et al FY				
USA/NH-CDC-LC0068921/2021	2021-06-04	6.00	20I (Alpha, V1)	USA		New Hampshire	B.1.1.7 (Alpha)	202122	MZ411962	Homo sapiens	B.1.1.7	Older	North America		Howard et al FZ				
USA/NY-CDC-LC0053860/2021	2021-04-27	6.00	20I (Alpha, V1)	USA		New York	B.1.1.7 (Alpha)	202117	MZ179823	Homo sapiens	B.1.1.7	Older	North America		Howard et al GA				
USA/JW1407/2021	2021-05-13	6.00	20I (Alpha, V1)	USA		North Carolina	B.1.1.7 (Alpha)	202119	MZ620102	Homo sapiens	B.1.1.7	Older	North America		Wang et al				
USA/SC-CDC-LC0067078/2021	2021-05-28	6.00	20I (Alpha, V1)	USA		South Carolina	B.1.1.7 (Alpha)	202121	MZ372164	Homo sapiens	B.1.1.7	Older	North America		Howard et al GB				
USA/NE-CDC-ASC210036143/2021	2021-04-29	6.00	20I (Alpha, V1)	USA		Nebraska	B.1.1.7 (Alpha)	202117	MZ184958	Homo sapiens	B.1.1.7	Older	North America		Howard et al GC				
USA/PA-CDC-QDX24476337/2021	2021-04-30	6.00	20I (Alpha, V1)	USA		Pennsylvania	B.1.1.7 (Alpha)	202117	MZ226348	Homo sapiens	B.1.1.7	Older	North America		Howard et al GD				
USA/AZ-CDC-ASC210038281/2021	2021-05-03	6.00	20I (Alpha, V1)	USA		Arizona	B.1.1.7 (Alpha)	202118	MZ282134	Homo sapiens	B.1.1.7	Older	North America		Howard et al GE				
USA/SD-CDC-2-4306925/2021	2021-04-21	6.00	20I (Alpha, V1)	USA		South Dakota	B.1.1.7 (Alpha)	202116	MZ164639	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AC				
USA/ND-CDC-MMB08530345/2021	2021-04-28	6.00	20I (Alpha, V1)	USA		North Dakota	B.1.1.7 (Alpha)	202117	MZ246750	Homo sapiens	B.1.1.7	Older	North America		Howard et al GF				
USA/DC-DFS-PHL-0372/2021	2021-03-25	6.00	20I (Alpha, V1)	USA		Washington DC	B.1.1.7 (Alpha)	202112	MZ487945	Homo sapiens	B.1.1.7	Older	North America		Nguyen et al G				
USA/LA-CDC-LC0037432/2021	2021-03-30	6.00	20I (Alpha, V1)	USA		Louisiana	B.1.1.7 (Alpha)	202113	MZ001916	Homo sapiens	Q.8	Older	North America		Howard et al GG				
USA/OK-CDC-LC0060330/2021	2021-05-18	6.00	20I (Alpha, V1)	USA		Oklahoma	B.1.1.7 (Alpha)	202120	MZ306989	Homo sapiens	Q.1	Older	North America		Howard et al GH				
USA/VA-CDC-LC0030505/2021	2021-03-13	7.00	20I (Alpha, V1)	USA		Virginia	B.1.1.7 (Alpha)	202110	MW909310	Homo sapiens	B.1.1.7	Older	North America		Howard et al GI				
USA/VA-CDC-LC0054323/2021	2021-04-28	6.00	20I (Alpha, V1)	USA		Virginia	B.1.1.7 (Alpha)	202117	MZ180144	Homo sapiens	B.1.1.7	Older	North America		Howard et al GJ				
USA/WY-CDC-2-4309930/2021	2021-04-30	6.00	20I (Alpha, V1)	USA		Wyoming	B.1.1.7 (Alpha)	202117	MZ164756	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AD				
USA/IN-CDC-STM-000067025/2021	2021-04-30	6.00	20I (Alpha, V1)	USA		Indiana	B.1.1.7 (Alpha)	202117	MZ237794	Homo sapiens	B.1.1.7	Older	North America		Howard et al GK				
USA/TN-CDC-ASC210106922/2021	2021-06-03	7.00	20I (Alpha, V1)	USA		Tennessee	B.1.1.7 (Alpha)	202122	MZ386372	Homo sapiens	B.1.1.7	Older	North America		Howard et al GL				
USA/KY-CDC-QDX23916858/2021	2021-04-12	7.00	20I (Alpha, V1)	USA		Kentucky	B.1.1.7 (Alpha)	202115	MZ074057	Homo sapiens	B.1.1.7	Older	North America		Howard et al GM				
USA/AL-CDC-ASC210034210/2021	2021-04-27	7.00	20I (Alpha, V1)	USA		Alabama	B.1.1.7 (Alpha)	202117	MZ195274	Homo sapiens	B.1.1.7	Older	North America		Howard et al GN				
USA/NC-CDC-STM-000067849/2021	2021-04-30	7.00	20I (Alpha, V1)	USA		North Carolina	B.1.1.7 (Alpha)	202117	MZ279477	Homo sapiens	B.1.1.7	Older	North America		Howard et al GO				
USA/MT-CDC-2-4567868/2021	2021-06-03	7.00	20I (Alpha, V1)	USA		Montana	B.1.1.7 (Alpha)	202122	MZ511613	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AE				
USA/TX-CDC-QDX25806218/2021	2021-06-12	6.00	20I (Alpha, V1)	USA	0.00	Texas	B.1.1.7 (Alpha)	202123	MZ491359	Homo sapiens	B.1.1.7	Older	North America		Howard et al GP				
USA/LA-CDC-ASC210064797/2021	2021-05-17	6.00	20I (Alpha, V1)	USA		Louisiana	B.1.1.7 (Alpha)	202120	MZ294808	Homo sapiens	B.1.1.7	Older	North America		Howard et al GQ				
USA/OR-CDC-ASC210035353/2021	2021-04-28	6.00	20I (Alpha, V1)	USA		Oregon	B.1.1.7 (Alpha)	202117	MZ184257	Homo sapiens	B.1.1.7	Older	North America		Howard et al GR				
USA/OK-CDC-ASC210035370/2021	2021-04-28	6.00	20I (Alpha, V1)	USA		Oklahoma	B.1.1.7 (Alpha)	202117	MZ184271	Homo sapiens	B.1.1.7	Older	North America		Howard et al GS				
USA/MS-CDC-2-4543497/2021	2021-06-02	7.00	20I (Alpha, V1)	USA		Mississippi	B.1.1.7 (Alpha)	202122	MZ493485	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AF				
OU327557	2021-05-06	6.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202118	OU327557	Homo sapiens	B.1.1.7	Older	Europe		? H				
Switzerland/GE-HUG-34165115/2021	2021-05-13	6.00	20I (Alpha, V1)	Switzerland		Geneva	B.1.1.7 (Alpha)	202119	OU268704	Homo sapiens	B.1.1.7	Older	Europe		? DB				
WestBank/AAS51/2021	2021-02-05	4.00	20I (Alpha, V1)	Palestine		West Bank	B.1.1.7 (Alpha)	202105	MW858238	Homo sapiens	B.1.1.7	Older	Asia		Nasereddin et al				
OU323634	2021-04-27	7.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU323634	Homo sapiens	B.1.1.7	Older	Europe		? H				
OU476066	2021-05-12	7.00	20I (Alpha, V1)	Slovakia		Slovakia	B.1.1.7 (Alpha)	202119	OU476066	Homo sapiens	B.1.1.7	One month ago	Europe		? D				
OU222326	2021-05-11	6.00	20I (Alpha, V1)	Germany		North Rhine Westphalia	B.1.1.7 (Alpha)	202119	OU222326	Homo sapiens	B.1.1.7	Older	Europe		? C				
SOM/NAMRU3_Mog_26/2021	2021-02-28	6.00	20I (Alpha, V1)	Somalia		Somalia	B.1.1.7 (Alpha)	202109	MZ520093	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al H				
DJI/NAMRU3_C642/2021	2021-02-27	6.00	20I (Alpha, V1)	Djibouti		Djibouti	B.1.1.7 (Alpha)	202108	MZ520073	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al I				
SOM/NAMRU3_Mog_32/2021	2021-02-28	6.00	20I (Alpha, V1)	Somalia		Somalia	B.1.1.7 (Alpha)	202109	MZ520070	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al J				
USA/OH-CDC-LC0045841/2021	2021-04-09	7.00	20I (Alpha, V1)	USA		Ohio	B.1.1.7 (Alpha)	202114	MZ070572	Homo sapiens	B.1.1.7	Older	North America		Howard et al GT				
DJI/NAMRU3_D28/2021	2021-03-02	7.00	20I (Alpha, V1)	Djibouti		Djibouti	B.1.1.7 (Alpha)	202109	MZ520092	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al K				
DJI/NAMRU3_TF195/2021	2021-04-04	7.00	20I (Alpha, V1)	Djibouti		Camp Lemonnier	B.1.1.7 (Alpha)	202114	MZ394628	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al L				
SOM/NAMRU3_Mog_24/2021	2021-04-06	6.00	20I (Alpha, V1)	Somalia		Benadir	B.1.1.7 (Alpha)	202114	MZ394630	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al M				
SOM/NAMRU3_Mog_10/2021	2021-04-04	6.00	20I (Alpha, V1)	Somalia		Benadir	B.1.1.7 (Alpha)	202114	MZ394629	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al N				
Switzerland/BL-ETHZ-540088/2021	2021-03-15	6.00	20I (Alpha, V1)	Switzerland		Basel-Land	B.1.1.7 (Alpha)	202111	OU176425	Homo sapiens	B.1.1.7	Older	Europe		? DC				
Switzerland/BE-ETHZ-601144/2021	2021-04-29	6.00	20I (Alpha, V1)	Switzerland		Bern	B.1.1.7 (Alpha)	202117	OU175869	Homo sapiens	B.1.1.7	Older	Europe		? DD				
OU160970	2021-05-07	6.00	20I (Alpha, V1)	Germany		North Rhine Westphalia	B.1.1.7 (Alpha)	202118	OU160970	Homo sapiens	B.1.1.7	Older	Europe		? C				
Liechtenstein/UHB-4208704401/2021	2021-06-08	7.00	20I (Alpha, V1)	Liechtenstein		Schaan	B.1.1.7 (Alpha)	202123	OU351881	Homo sapiens	B.1.1.7	Older	Europe		? DE				
Liechtenstein/UHB-4209185301/2021	2021-06-10	7.00	20I (Alpha, V1)	Liechtenstein	0.00	Schaan	B.1.1.7 (Alpha)	202123	OU351901	Homo sapiens	B.1.1.7	Older	Europe		? DF				
OU395854	2021-04-29	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202117	OU395854	Homo sapiens	B.1.1.7	Older	Europe		? BK				
Switzerland/SH-ETHZ-650224/2021	2021-06-03	6.00	20I (Alpha, V1)	Switzerland		Schaffhausen	B.1.1.7 (Alpha)	202122	OU540559	Homo sapiens	B.1.1.7	One week ago	Europe		? DG				
England/ALDP-11821C3/2021	2021-01-25	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202104	OD952563	Homo sapiens	B.1.1.7	Older	Europe		Wynn et al A				
USA/WA-S5889/2021	2021-03-26	7.00	20I (Alpha, V1)	USA		Washington	B.1.1.7 (Alpha)	202112	MW931580	Homo sapiens	B.1.1.7	Older	North America		Nickerson et al G				
USA/NE-CDC-ASC210033882/2021	2021-04-26	6.00	20I (Alpha, V1)	USA		Nebraska	B.1.1.7 (Alpha)	202117	MZ195813	Homo sapiens	B.1.1.7	Older	North America		Howard et al GU				
ITA/Naples_Ceinge-02/2021	2021-03-10	6.00	20I (Alpha, V1)	Italy		Italy	B.1.1.7 (Alpha)	202110	MW854297	Homo sapiens	Q.2	Older	Europe		Zollo et al				
Scotland/QEUH-154C4B9/2021	2021-04-30	6.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202117	OU265799	Homo sapiens	Q.1	Older	Europe		VanSteenhouse et al A				
OU325665	2021-04-30	6.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU325665	Homo sapiens	B.1.1.7	Older	Europe		? H				
OU323409	2021-04-27	6.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU323409	Homo sapiens	B.1.1.7	Older	Europe		? H				
OU323278	2021-04-28	7.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU323278	Homo sapiens	B.1.1.7	Older	Europe		? H				
OU323489	2021-04-27	7.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU323489	Homo sapiens	B.1.1.7	Older	Europe		? H				
OU325172	2021-04-29	7.00	20I (Alpha, V1)	Poland		Slaskie	B.1.1.7 (Alpha)	202117	OU325172	Homo sapiens	B.1.1.7	Older	Europe		? H				
England/ALDP-1549003/2021	2021-04-28	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202117	OU275238	Homo sapiens	B.1.1.7	Older	Europe		Wynn et al B				
USA/MS-CDC-ASC210036381/2021	2021-04-29	6.00	20I (Alpha, V1)	USA		Mississippi	B.1.1.7 (Alpha)	202117	MZ282764	Homo sapiens	B.1.1.7	Older	North America		Howard et al GV				
TUR/Erbil6/2021	2021-03-09	5.00	20I (Alpha, V1)	Turkey		Turkey	B.1.1.7 (Alpha)	202110	MZ452068	Homo sapiens	B.1.1.7	Older	Europe		Ozaslan et al A				
England/MILK-1552C7C/2021	2021-04-29	7.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202117	OU266603	Homo sapiens	B.1.1.7	Older	Europe		The Lighthouse Lab in Milton et al B				
Switzerland/ZH-ETHZ-580976/2021	2021-04-14	7.00	20I (Alpha, V1)	Switzerland		Zürich	B.1.1.7 (Alpha)	202115	OU198492	Homo sapiens	B.1.1.7	Older	Europe		? DH				
Switzerland/ZH-ETHZ-600746/2021	2021-04-27	7.00	20I (Alpha, V1)	Switzerland		Zürich	B.1.1.7 (Alpha)	202117	OU199367	Homo sapiens	B.1.1.7	Older	Europe		? DI				
MMR/DSMRC012/2021	2021-05-28	8.00	20I (Alpha, V1)	Myanmar		Myanmar	B.1.1.7 (Alpha)	202121	MZ397172	Homo sapiens	B.1.1.7	Older	Asia		Oo et al G				
MMR/DSMRC014/2021	2021-05-28	7.00	20I (Alpha, V1)	Myanmar		Myanmar	B.1.1.7 (Alpha)	202121	MZ397174	Homo sapiens	B.1.1.7	Older	Asia		Oo et al H				
Switzerland/BS-ETHZ-601081/2021	2021-04-29	7.00	20I (Alpha, V1)	Switzerland		Basel-Stadt	B.1.1.7 (Alpha)	202117	OU539810	Homo sapiens	B.1.1.7	One week ago	Europe		? DJ				
USA/VI-CDC-2-4513154/2021	2021-05-21	9.00	20I (Alpha, V1)	USA		Virgin Islands	B.1.1.7 (Alpha)	202120	MZ451847	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AG				
USA/IL-CDC-LC0063157/2021	2021-05-18	7.00	20I (Alpha, V1)	USA		Illinois	B.1.1.7 (Alpha)	202120	MZ341564	Homo sapiens	B.1.1.7	Older	North America		Howard et al GW				
USA/KY-CDC-QDX26076050/2021	2021-06-14	7.00	20I (Alpha, V1)	USA	0.00	Kentucky	B.1.1.7 (Alpha)	202124	MZ530016	Homo sapiens	B.1.1.7	Older	North America		Howard et al GX				-19.87
PER/LIM-INS-173/2020	2020-12-31	7.00	20I (Alpha, V1)	Peru		Peru	B.1.1.7 (Alpha)	202053	MW494424	Homo sapiens	B.1.1.7	Older	South America		Padilla-Rojas et al B				
Switzerland/VD-CHUV-GEN5427/2021	2021-06-16	6.00	20I (Alpha, V1)	Switzerland	0.00	Vaud	B.1.1.7 (Alpha)	202124	OU313890	Homo sapiens	B.1.1.7	Older	Europe		? DK				-19.87
PHL/PH-PGC-02033/2021	2021-01-05	6.00	20I (Alpha, V1)	Philippines		Philippines	B.1.1.7 (Alpha)	202101	MW735414	Homo sapiens	B.1.1.7	Older	Asia		Tablizo et al B				
USA/GU-CDC-2-4611151/2021	2021-06-02	7.00	20I (Alpha, V1)	USA		Guam	B.1.1.7 (Alpha)	202122	MZ780655	Homo sapiens	B.1.1.7	One month ago	North America		Sheth et al AH				
USA/MP-CDC-2-4392999/2021	2021-04-29	6.00	20I (Alpha, V1)	USA		Northern Mariana Islands	B.1.1.7 (Alpha)	202117	MZ331023	Homo sapiens	B.1.1.7	Older	North America		Sheth et al AI				
USA/GU-CDC-2-4718217/2021	2021-07-13	6.00	20I (Alpha, V1)	USA	0.00	Guam	B.1.1.7 (Alpha)	202128	MZ828210	Homo sapiens	B.1.1.7	One week ago	North America		Sheth et al AJ				-19.87
England/MILK-155EEC5/2021	2021-04-27	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202117	OU273038	Homo sapiens	B.1.1.7	Older	Europe		The Lighthouse Lab in Milton et al B				
England/MILK-155F152/2021	2021-04-27	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202117	OU272839	Homo sapiens	B.1.1.7	Older	Europe		The Lighthouse Lab in Milton et al B				
Switzerland/VS-ETHZ-620307/2021	2021-05-10	6.00	20I (Alpha, V1)	Switzerland		Valais	B.1.1.7 (Alpha)	202119	OU539526	Homo sapiens	B.1.1.7	One week ago	Europe		? DL				
IRQ/Samawa-62/2021	2021-02-20	5.00	20I (Alpha, V1)	Iraq		Iraq	B.1.1.7 (Alpha)	202107	MZ366447	Homo sapiens	B.1.1.7	Older	Asia		Al-Rashedi et al G				
USA/DC-DFS-PHL-0883/2021	2021-05-07	7.00	20I (Alpha, V1)	USA		Washington DC	B.1.1.7 (Alpha)	202118	MZ714328	Homo sapiens	B.1.1.7	One month ago	North America		Nguyen et al H				
Scotland/QEUH-14A96B5/2021	2021-03-30	6.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202113	OU241948	Homo sapiens	B.1.1.7	Older	Europe		VanSteenhouse et al A				
Scotland/QEUH-15ABEBA/2021	2021-05-21	7.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202120	OU289331	Homo sapiens	B.1.1.7	Older	Europe		VanSteenhouse et al A				
BHR/341560402/2021	2021-02-22	6.00	20I (Alpha, V1)	Bahrain		Bahrain	B.1.1.7 (Alpha)	202108	MW704285	Homo sapiens	B.1.1.7	Older	Asia		Alwasti et al FQ				
Dog/ESP/B.1.1.7/2021	2021-03-24	7.00	20I (Alpha, V1)	Spain		Spain	B.1.1.7 (Alpha)	202112	MZ914594	Canis lupus familiaris	B.1.1.7	3-7 days ago	Europe		Barroso-Arevalo et al B				
DJI/NAMRU3_A104/2021	2021-05-03	8.00	20I (Alpha, V1)	Djibouti		Djibouti	B.1.1.7 (Alpha)	202118	MZ520054	Homo sapiens	B.1.1.7	Older	Africa		Arnold et al O				
OU162469	2021-04-27	8.00	20I (Alpha, V1)	Germany		Rheinland-Pfalz	B.1.1.7 (Alpha)	202117	OU162469	Homo sapiens	B.1.1.7	Older	Europe		? C				
USA/WI-CDC-ASC210041803/2021	2021-04-01	8.00	20I (Alpha, V1)	USA		Wisconsin	B.1.1.7 (Alpha)	202113	MZ076848	Homo sapiens	B.1.1.7	Older	North America		Howard et al GY				
USA/WI-CDC-LC0078276/2021	2021-06-17	8.00	20I (Alpha, V1)	USA	0.00	Wisconsin	B.1.1.7 (Alpha)	202124	MZ531391	Homo sapiens	B.1.1.7	Older	North America		Howard et al GZ				-19.87
USA/CT-CDCBI-CRSP_CO56LYQ5SUZ6LR6R/2021	2021-04-28	8.00	20I (Alpha, V1)	USA		Connecticut	B.1.1.7 (Alpha)	202117	MZ149306	Homo sapiens	B.1.1.7	Older	North America		Lemieux et al S				
USA/NH-CDC-LC0061546/2021	2021-05-12	8.00	20I (Alpha, V1)	USA		New Hampshire	B.1.1.7 (Alpha)	202119	MZ308120	Homo sapiens	B.1.1.7	Older	North America		Howard et al HA				
USA/ME-CDC-QDX24632886/2021	2021-05-03	6.00	20I (Alpha, V1)	USA		Maine	B.1.1.7 (Alpha)	202118	MZ288386	Homo sapiens	B.1.1.7	Older	North America		Howard et al HB				
Scotland/QEUH-1548D49/2021	2021-04-29	6.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202117	OU279698	Homo sapiens	B.1.1.7	Older	Europe		VanSteenhouse et al A				
Scotland/QEUH-1575772/2021	2021-05-10	7.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202119	OU282201	Homo sapiens	B.1.1.7	Older	Europe		VanSteenhouse et al A				
BHR/342039495/2021	2021-05-11	6.00	20I (Alpha, V1)	Bahrain		Bahrain	B.1.1.7 (Alpha)	202119	MZ496788	Homo sapiens	B.1.1.7	Older	Asia		Alwasti et al FR				
BHR/342056645/2021	2021-05-13	7.00	20I (Alpha, V1)	Bahrain		Bahrain	B.1.1.7 (Alpha)	202119	MZ506316	Homo sapiens	B.1.1.7	Older	Asia		Alwasti et al FS				
Scotland/QEUH-15489BE/2021	2021-04-29	6.00	20I (Alpha, V1)	United Kingdom		Scotland	B.1.1.7 (Alpha)	202117	OU279845	Homo sapiens	B.1.1.7	Older	Europe		VanSteenhouse et al A				
BHR/342009586/2021	2021-05-06	6.00	20I (Alpha, V1)	Bahrain		Bahrain	B.1.1.7 (Alpha)	202118	MZ506312	Homo sapiens	B.1.1.7	Older	Asia		Alwasti et al FT				
BHR/342056306/2021	2021-05-12	6.00	20I (Alpha, V1)	Bahrain		Bahrain	B.1.1.7 (Alpha)	202119	MZ506315	Homo sapiens	B.1.1.7	Older	Asia		Alwasti et al FU				
OU162441	2021-04-13	6.00	20I (Alpha, V1)	Germany		Rheinland-Pfalz	B.1.1.7 (Alpha)	202115	OU162441	Homo sapiens	B.1.1.7	Older	Europe		? C				
OU150728	2021-04-27	6.00	20I (Alpha, V1)	Germany		Germany	B.1.1.7 (Alpha)	202117	OU150728	Homo sapiens	B.1.1.7	Older	Europe		? C				
OU202814	2021-05-18	6.00	20I (Alpha, V1)	Germany		North Rhine Westphalia	B.1.1.7 (Alpha)	202120	OU202814	Homo sapiens	B.1.1.7	Older	Europe		? C				
Switzerland/SG-ETHZ-610058/2021	2021-04-30	6.00	20I (Alpha, V1)	Switzerland		Sankt Gallen	B.1.1.7 (Alpha)	202117	OU188403	Homo sapiens	B.1.1.7	Older	Europe		? DM				
Switzerland/BE-IFIK-1492-7325/2021	2021-06-20	6.00	20I (Alpha, V1)	Switzerland	0.00	Bern	B.1.1.7 (Alpha)	202125	OU378434	Homo sapiens	B.1.1.7	Older	Europe		? DN				-19.43
USA/IL-CDC-ASC210107426/2021	2021-06-03	6.00	20I (Alpha, V1)	USA		Illinois	B.1.1.7 (Alpha)	202122	MZ386123	Homo sapiens	B.1.1.7	Older	North America		Howard et al HC				
Switzerland/BE-ETHZ-600819/2021	2021-04-27	6.00	20I (Alpha, V1)	Switzerland		Bern	B.1.1.7 (Alpha)	202117	OU175849	Homo sapiens	B.1.1.7	Older	Europe		? DO				
Switzerland/TG-ETHZ-630574/2021	2021-05-20	6.00	20I (Alpha, V1)	Switzerland		Thurgau	B.1.1.7 (Alpha)	202120	OU540301	Homo sapiens	B.1.1.7	One week ago	Europe		? DP				
Switzerland/TI-EOC-902_25942413/2021	2021-06-02	6.00	20I (Alpha, V1)	Switzerland		Ticino	B.1.1.7 (Alpha)	202122	OU267479	Homo sapiens	B.1.1.7	Older	Europe		? DQ				
Switzerland/BS-ETHZ-630340/2021	2021-05-18	6.00	20I (Alpha, V1)	Switzerland		Basel-Stadt	B.1.1.7 (Alpha)	202120	OU539444	Homo sapiens	B.1.1.7	One week ago	Europe		? DR				
Switzerland/ZH-ETHZ-640082/2021	2021-05-26	7.00	20I (Alpha, V1)	Switzerland		Zürich	B.1.1.7 (Alpha)	202121	OU539699	Homo sapiens	B.1.1.7	One week ago	Europe		? DS				
USA/OK-CDC-LC0011468/2021	2021-01-28	6.00	20I (Alpha, V1)	USA		Oklahoma	B.1.1.7 (Alpha)	202104	MW721572	Homo sapiens	B.1.1.7	Older	North America		Cook et al R				
OU475765	2021-06-18	6.00	20I (Alpha, V1)	Slovakia	0.00	Slovakia	B.1.1.7 (Alpha)	202124	OU475765	Homo sapiens	B.1.1.7	One month ago	Europe		? D				-19.04
USA/OH-CDC-ASC210062449/2021	2021-05-11	7.00	20I (Alpha, V1)	USA		Ohio	B.1.1.7 (Alpha)	202119	MZ245113	Homo sapiens	B.1.1.7	Older	North America		Howard et al HD				
Switzerland/TG-UZH-IMV-3ba4d74b/2021	2021-07-28	6.00	20I (Alpha, V1)	Switzerland	0.00	Thurgau	B.1.1.7 (Alpha)	202130	OU576675	Homo sapiens	B.1.1.7	3-7 days ago	Europe		? DT				-19.04
Switzerland/BE-IFIK-1448-3643/2021	2021-06-15	7.00	20I (Alpha, V1)	Switzerland	0.00	Bern	B.1.1.7 (Alpha)	202124	OU313832	Homo sapiens	B.1.1.7	Older	Europe		? DU				-19.04
OU518341	2021-07-08	6.00	20I (Alpha, V1)	Germany	0.00	Saxony	B.1.1.7 (Alpha)	202127	OU518341	Homo sapiens	B.1.1.7	One month ago	Europe		? C				-19.04
OU323252	2021-06-10	6.00	20I (Alpha, V1)	Germany	0.00	Baden-Wuerttemberg	B.1.1.7 (Alpha)	202123	OU323252	Homo sapiens	B.1.1.7	Older	Europe		? C				
OU154719	2021-04-28	7.00	20I (Alpha, V1)	Germany		Hesse	B.1.1.7 (Alpha)	202117	OU154719	Homo sapiens	B.1.1.7	Older	Europe		? C				
England/ALDP-14B7D37/2021	2021-04-01	6.00	20I (Alpha, V1)	United Kingdom		England	B.1.1.7 (Alpha)	202113	OU233088	Homo sapiens	B.1.1.7	Older	Europe		Wynn et al B				
OU154603	2021-05-03	6.00	20I (Alpha, V1)	Germany		Bremen	B.1.1.7 (Alpha)	202118	OU154603	Homo sapiens	B.1.1.7	Older	Europe		? C				
Switzerland/VS-HUG-34180135/2021	2021-05-10	7.00	20I (Alpha, V1)	Switzerland		Valais	B.1.1.7 (Alpha)	202119	OU268345	Homo sapiens	B.1.1.7	Older	Europe		? DV				
PAK/JRCGR_SCV-83/2021	2021-04-30	8.00	20I (Alpha, V1)	Pakistan		Pakistan	B.1.1.7 (Alpha)	202117	MZ562707	Homo sapiens	B.1.1.7	Older	Asia		Khan et al D				
Switzerland/BS-UHB-42887202/2021	2021-06-07	6.00	20I (Alpha, V1)	Switzerland		Basel-Stadt	B.1.1.7 (Alpha)	202123	OU575362	Homo sapiens	B.1.1.7	3-7 days ago	Europe		? DW				
